,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
10,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0,4355.0
11,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0,4553.0
12,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0,4707.0
13,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0,4837.0
14,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0,4884.0
15,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0,4878.0
16,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0,4830.0
17,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0,4737.0
18,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0,4646.0
19,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0,4529.0
20,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0,4349.0
21,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0,4099.0
22,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0,3871.0
23,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0,3554.0
24,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0,3170.0
25,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0,2757.0
