,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0,0.0,0.0,244.1082,439.5256,579.7296,733.6326,714.7982,798.2247,827.288,876.9377,874.773,835.0585,840.3810000000001,812.9564,765.6924,771.682,708.2352999999999,700.7132,629.1419999999999,598.0032,612.0634,571.48,489.21599999999995,462.5351,395.05859999999996,351.0858,280.00820000000004,209.7171,176.3664,115.628,50.1501
1,244.1082,244.1082,488.2164,683.0,823.2227999999999,976.7493000000001,958.88,1042.1712,1071.298,1121.0262,1119.4368,1081.4561999999999,1087.0446,1060.2746,1013.9616000000001,1020.1984,958.1207999999999,950.1283,880.187,849.9363000000001,862.0101999999999,820.8758,740.8483,713.072,646.866,602.416,531.8684999999999,462.2254,424.0293,361.8748,294.4656
2,439.5256,439.5256,683.0,879.0512,1019.1592,1173.021,1155.4504,1239.2413,1268.3904,1318.8122,1317.3363000000002,1279.5637,1285.2839999999999,1259.4872,1214.1398000000002,1220.0088,1158.8780000000002,1151.273,1081.8324,1051.272,1063.0890000000002,1021.8576,941.9088,914.0698000000001,848.5578,803.3508,732.4689999999999,662.2902,623.326,560.0312,491.08820000000003
3,579.7296,579.7296,823.2227999999999,1019.1592,1159.4592,1313.25,1295.1381999999999,1378.583,1408.0995,1458.2359999999999,1456.497,1418.4368000000002,1424.7264,1398.7193,1353.2475,1359.6556,1298.1082000000001,1290.1962,1220.8077,1190.7126,1201.9167,1161.5977,1081.675,1053.721,987.444,942.5709999999999,871.5091,801.2456000000001,762.1965,699.4626,630.8268
4,733.6326,733.6326,976.7493000000001,1173.021,1313.25,1467.2652,1448.8505,1532.8709,1562.9782,1613.0685,1611.6795,1574.3442,1579.8239999999998,1554.245,1509.5808,1515.7414,1454.3919,1447.0456,1377.7576000000001,1347.9198000000001,1359.26,1317.808,1238.48,1210.1355,1144.0176000000001,1099.2605999999998,1027.8452,957.0365,917.4528,854.0210000000001,785.1855
5,714.7982,714.7982,958.88,1155.4504,1295.1381999999999,1448.8505,1429.5964,1512.375,1542.0615,1591.7055999999998,1590.0205999999998,1551.2648,1557.072,1530.5683999999999,1484.7999,1490.9807999999998,1429.476,1421.2375,1351.8598,1321.8535,1333.239,1291.9764,1212.4560000000001,1184.346,1118.3842,1073.8728,1002.6588,933.0287999999999,894.5049999999999,832.0106000000001,764.9756
6,798.2247,798.2247,1042.1712,1239.2413,1378.583,1532.8709,1512.375,1596.4494,1625.589,1675.296,1673.157,1634.7415999999998,1640.6460000000002,1614.2125,1568.8512,1574.475,1512.9464,1505.6294,1435.8189,1405.8099,1417.2147,1376.5737000000001,1296.864,1268.9426,1203.0686,1157.9874,1087.0263,1016.88,978.918,916.0008,848.615
7,827.288,827.288,1071.298,1268.3904,1408.0995,1562.9782,1542.0615,1625.589,1654.576,1704.6680999999999,1702.3623,1663.2759,1669.0578,1641.9744,1596.6111999999998,1602.9096,1540.5659999999998,1533.411,1463.5404,1432.76,1445.385,1404.7487999999998,1324.0416,1296.7218,1230.7592,1186.0578,1114.8744000000002,1044.8879,1007.228,944.6541000000001,877.3996
8,876.9377,876.9377,1121.0262,1318.8122,1458.2359999999999,1613.0685,1591.7055999999998,1675.296,1704.6680999999999,1753.8754,1751.68,1712.9968000000001,1718.739,1691.906,1645.4724,1652.3166,1590.6864,1583.2598,1512.9469,1482.7799,1495.2168000000001,1453.8942,1373.771,1346.2932,1279.9953,1235.5056,1164.8314,1094.823,1056.459,994.3571999999999,927.52
9,874.773,874.773,1119.4368,1317.3363000000002,1456.497,1611.6795,1590.0205999999998,1673.157,1702.3623,1751.68,1749.546,1709.7992,1715.3832,1689.1787,1642.2945,1648.7324,1586.9352000000001,1579.5705,1509.0736,1479.2778,1490.7818,1450.5775999999998,1370.2319,1342.622,1276.047,1231.5420000000001,1161.2557,1091.3252,1053.5819999999999,991.5846,924.6966000000001
10,835.0585,835.0585,1081.4561999999999,1279.5637,1418.4368000000002,1574.3442,1551.2648,1634.7415999999998,1663.2759,1712.9968000000001,1709.7992,1670.117,1675.4480999999998,1648.1073,1601.1526999999999,1608.2220000000002,1544.9560000000001,1538.0036,1467.1532,1436.378,1449.0399,1408.153,1327.9473,1300.152,1233.7528,1189.4772,1118.9601,1049.394,1012.3687,950.88,884.5540000000001
11,840.3810000000001,840.3810000000001,1087.0446,1285.2839999999999,1424.7264,1579.8239999999998,1557.072,1640.6460000000002,1669.0578,1718.739,1715.3832,1675.4480999999998,1680.7620000000002,1653.3113999999998,1606.194,1613.3700000000001,1549.9512,1543.1496,1472.1252,1441.3452,1454.3108000000002,1413.5112,1332.3888,1305.5835,1239.208,1195.0337,1123.8912,1054.4587000000001,1017.8095999999999,955.9241999999999,889.7931
12,812.9564,812.9564,1060.2746,1259.4872,1398.7193,1554.245,1530.5683999999999,1614.2125,1641.9744,1691.906,1689.1787,1648.1073,1653.3113999999998,1625.9128,1578.955,1585.3464,1522.3448999999998,1514.157,1443.6504,1413.3076,1426.0518000000002,1385.2444,1304.2975999999999,1276.8014999999998,1210.118,1166.3298,1095.3474,1025.6535000000001,989.576,928.3184,862.5092000000001
13,765.6924,765.6924,1013.9616000000001,1214.1398000000002,1353.2475,1509.5808,1484.7999,1568.8512,1596.6111999999998,1645.4724,1642.2945,1601.1526999999999,1606.194,1578.955,1531.3848,1537.0482,1473.8654,1466.4056,1394.9712,1364.4234,1378.0508,1336.823,1255.8980000000001,1228.1633,1161.8688,1117.5527,1046.9112,977.2425000000001,941.3136000000001,879.9525,814.5450000000001
