liga,url,Home_team,Away_team,id,fecha,1_Average,X_Average,2_Average,1_Highest,X_Highest,2_Highest,H_Average,A_Average,H_Highest,A_Highest,1X_Average,12_Average,X2_Average,1X_Highest,12_Highest,X2_Highest
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/los-angeles-clippers-dallas-mavericks-KKFEp2gM/,Los Angeles Clippers,Dallas Mavericks,02 May 2024_NBA_Los Angeles Clippers_Dallas Mavericks,02 May 2024,2.15,15.00,1.74,2.20,15.00,1.77,2.21,1.70,2.27,1.71,1.91,1.04,1.67,1.91,1.04,1.67
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/boston-celtics-miami-heat-repuKinJ/,Boston Celtics,Miami Heat,02 May 2024_NBA_Boston Celtics_Miami Heat,02 May 2024,1.22,18.50,4.50,1.24,19.00,4.75,1.10,7.65,1.11,8.00,1.15,1.02,4.50,1.15,1.02,4.50
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/milwaukee-bucks-indiana-pacers-4dTtOD64/,Milwaukee Bucks,Indiana Pacers,01 May 2024_NBA_Milwaukee Bucks_Indiana Pacers,01 May 2024,2.35,15.50,1.62,2.40,16.00,1.65,2.67,1.50,2.70,1.51,2.25,1.04,1.50,2.25,1.04,1.50
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/cleveland-cavaliers-orlando-magic-AN71LTVG/,Cleveland Cavaliers,Orlando Magic,01 May 2024_NBA_Cleveland Cavaliers_Orlando Magic,01 May 2024,1.57,15.00,2.50,1.57,15.00,2.60,1.52,2.60,1.53,2.72,1.46,1.03,2.40,1.46,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-york-knicks-philadelphia-76ers-UoyqUcEl/,New York Knicks,Philadelphia 76ers,01 May 2024_NBA_New York Knicks_Philadelphia 76ers,01 May 2024,1.66,15.00,2.32,1.69,15.00,2.40,1.59,2.44,1.62,2.45,1.56,1.04,2.10,1.56,1.04,2.10
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/denver-nuggets-los-angeles-lakers-nRBwQuio/,Denver Nuggets,Los Angeles Lakers,30 Apr 2024_NBA_Denver Nuggets_Los Angeles Lakers,30 Apr 2024,1.57,15.50,2.50,1.57,16.00,2.60,1.40,3.05,1.44,3.20,1.46,1.03,2.40,1.46,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-orleans-pelicans-oklahoma-city-thunder-QaNULxDa/,New Orleans Pelicans,Oklahoma City Thunder,30 Apr 2024_NBA_New Orleans Pelicans_Oklahoma City Thunder,30 Apr 2024,2.23,15.00,1.68,2.30,15.00,1.69,2.62,1.52,2.70,1.56,2.10,1.04,1.56,2.10,1.04,1.56
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/miami-heat-boston-celtics-xtdtbE3e/,Miami Heat,Boston Celtics,30 Apr 2024_NBA_Miami Heat_Boston Celtics,30 Apr 2024,3.58,17.00,1.31,3.75,17.00,1.31,4.97,1.18,5.04,1.19,3.40,1.03,1.24,3.40,1.03,1.24
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/phoenix-suns-minnesota-timberwolves-48ijj4qS/,Phoenix Suns,Minnesota Timberwolves,29 Apr 2024_NBA_Phoenix Suns_Minnesota Timberwolves,29 Apr 2024,1.83,15.00,2.03,1.87,15.00,2.05,1.87,1.95,1.89,1.97,1.74,1.04,1.87,1.74,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/indiana-pacers-milwaukee-bucks-E3jSlZo2/,Indiana Pacers,Milwaukee Bucks,29 Apr 2024_NBA_Indiana Pacers_Milwaukee Bucks,29 Apr 2024,1.33,17.00,3.58,1.36,17.00,3.70,1.22,4.52,1.23,4.60,1.26,1.03,3.25,1.26,1.03,3.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/dallas-mavericks-los-angeles-clippers-rZv0umV9/,Dallas Mavericks,Los Angeles Clippers,28 Apr 2024_NBA_Dallas Mavericks_Los Angeles Clippers,28 Apr 2024,1.47,16.00,2.75,1.50,17.00,2.80,1.35,3.30,1.39,3.40,1.42,1.03,2.55,1.42,1.03,2.55
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/philadelphia-76ers-new-york-knicks-CK78vhSP/,Philadelphia 76ers,New York Knicks,28 Apr 2024_NBA_Philadelphia 76ers_New York Knicks,28 Apr 2024,1.55,15.50,2.50,1.56,16.00,2.60,1.49,2.71,1.53,2.80,1.46,1.03,2.40,1.46,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/los-angeles-lakers-denver-nuggets-UVCmWrhd/,Los Angeles Lakers,Denver Nuggets,28 Apr 2024_NBA_Los Angeles Lakers_Denver Nuggets,28 Apr 2024,2.08,15.00,1.79,2.10,15.00,1.83,2.36,1.62,2.40,1.66,1.91,1.04,1.67,1.91,1.04,1.67
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/miami-heat-boston-celtics-4ErZazZr/,Miami Heat,Boston Celtics,28 Apr 2024_NBA_Miami Heat_Boston Celtics,28 Apr 2024,3.68,17.00,1.30,3.75,17.00,1.33,4.47,1.22,4.75,1.24,3.40,1.03,1.24,3.40,1.03,1.24
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-orleans-pelicans-oklahoma-city-thunder-hnPMNbrm/,New Orleans Pelicans,Oklahoma City Thunder,27 Apr 2024_NBA_New Orleans Pelicans_Oklahoma City Thunder,27 Apr 2024,1.74,15.00,2.25,1.74,15.00,2.25,2.03,1.81,2.10,1.85,1.61,1.04,2.00,1.61,1.04,2.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/orlando-magic-cleveland-cavaliers-Y9fdUhnS/,Orlando Magic,Cleveland Cavaliers,27 Apr 2024_NBA_Orlando Magic_Cleveland Cavaliers,27 Apr 2024,1.76,15.00,2.13,1.77,15.00,2.20,1.72,2.18,1.75,2.20,1.63,1.04,1.95,1.63,1.04,1.95
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/phoenix-suns-minnesota-timberwolves-IigrhQEF/,Phoenix Suns,Minnesota Timberwolves,27 Apr 2024_NBA_Phoenix Suns_Minnesota Timberwolves,27 Apr 2024,1.39,16.50,3.10,1.40,17.00,3.25,1.40,3.04,1.42,3.22,1.31,1.03,3.00,1.31,1.03,3.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/dallas-mavericks-los-angeles-clippers-z9yhs90c/,Dallas Mavericks,Los Angeles Clippers,27 Apr 2024_NBA_Dallas Mavericks_Los Angeles Clippers,27 Apr 2024,1.57,15.00,2.45,1.57,15.00,2.55,1.53,2.58,1.53,2.61,1.48,1.04,2.40,1.48,1.04,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/indiana-pacers-milwaukee-bucks-IycJjeHk/,Indiana Pacers,Milwaukee Bucks,26 Apr 2024_NBA_Indiana Pacers_Milwaukee Bucks,26 Apr 2024,1.50,15.50,2.75,1.53,16.00,2.85,1.36,3.24,1.37,3.30,1.40,1.03,2.60,1.40,1.03,2.60
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/los-angeles-lakers-denver-nuggets-Y3JvY4Nq/,Los Angeles Lakers,Denver Nuggets,26 Apr 2024_NBA_Los Angeles Lakers_Denver Nuggets,26 Apr 2024,1.61,15.50,2.40,1.65,16.00,2.40,1.83,2.00,1.85,2.02,1.50,1.04,2.25,1.50,1.04,2.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/philadelphia-76ers-new-york-knicks-KQKMGlzJ/,Philadelphia 76ers,New York Knicks,26 Apr 2024_NBA_Philadelphia 76ers_New York Knicks,26 Apr 2024,1.42,17.00,3.00,1.44,17.00,3.10,1.43,2.92,1.44,3.05,1.32,1.03,2.95,1.32,1.03,2.95
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/orlando-magic-cleveland-cavaliers-vB1mWEHF/,Orlando Magic,Cleveland Cavaliers,26 Apr 2024_NBA_Orlando Magic_Cleveland Cavaliers,26 Apr 2024,1.60,15.00,2.42,1.63,15.00,2.50,1.68,2.24,1.71,2.30,1.48,1.04,2.40,1.48,1.04,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/oklahoma-city-thunder-new-orleans-pelicans-lKTjTKKP/,Oklahoma City Thunder,New Orleans Pelicans,25 Apr 2024_NBA_Oklahoma City Thunder_New Orleans Pelicans,25 Apr 2024,1.47,15.50,2.83,1.50,16.00,2.90,1.33,3.39,1.36,3.50,1.37,1.03,2.65,1.37,1.03,2.65
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/boston-celtics-miami-heat-Kt725dBL/,Boston Celtics,Miami Heat,25 Apr 2024_NBA_Boston Celtics_Miami Heat,25 Apr 2024,1.19,18.75,4.80,1.20,19.00,5.00,1.09,8.00,1.13,9.00,1.15,1.02,4.50,1.15,1.02,4.50
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/los-angeles-clippers-dallas-mavericks-fDb5J58j/,Los Angeles Clippers,Dallas Mavericks,24 Apr 2024_NBA_Los Angeles Clippers_Dallas Mavericks,24 Apr 2024,1.85,15.00,2.01,1.87,15.00,2.05,1.84,1.99,1.87,2.06,1.74,1.04,1.87,1.74,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/milwaukee-bucks-indiana-pacers-M5BmdHgS/,Milwaukee Bucks,Indiana Pacers,24 Apr 2024_NBA_Milwaukee Bucks_Indiana Pacers,24 Apr 2024,1.84,15.00,2.01,1.87,15.00,2.05,1.86,1.97,1.89,2.00,1.74,1.04,1.87,1.74,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-phoenix-suns-dx5Zgnp3/,Minnesota Timberwolves,Phoenix Suns,24 Apr 2024_NBA_Minnesota Timberwolves_Phoenix Suns,24 Apr 2024,1.72,15.00,2.20,1.74,15.00,2.25,,,,,1.61,1.04,2.00,1.61,1.04,2.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/denver-nuggets-los-angeles-lakers-xYX8wRaM/,Denver Nuggets,Los Angeles Lakers,23 Apr 2024_NBA_Denver Nuggets_Los Angeles Lakers,23 Apr 2024,1.48,15.50,2.75,1.50,16.00,2.85,1.36,3.28,1.37,3.43,1.40,1.03,2.60,1.40,1.03,2.60
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-york-knicks-philadelphia-76ers-ObRDIA56/,New York Knicks,Philadelphia 76ers,23 Apr 2024_NBA_New York Knicks_Philadelphia 76ers,23 Apr 2024,1.61,15.50,2.40,1.63,16.00,2.50,1.54,2.54,1.57,2.61,1.50,1.04,2.25,1.50,1.04,2.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/cleveland-cavaliers-orlando-magic-WpbuYzm3/,Cleveland Cavaliers,Orlando Magic,23 Apr 2024_NBA_Cleveland Cavaliers_Orlando Magic,23 Apr 2024,1.54,15.00,2.55,1.56,15.00,2.60,1.46,2.79,1.48,2.82,1.46,1.03,2.40,1.46,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/oklahoma-city-thunder-new-orleans-pelicans-MDy55HSI/,Oklahoma City Thunder,New Orleans Pelicans,22 Apr 2024_NBA_Oklahoma City Thunder_New Orleans Pelicans,22 Apr 2024,1.41,16.50,3.05,1.44,17.00,3.10,1.26,4.07,1.29,4.21,1.32,1.03,2.95,1.32,1.03,2.95
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/milwaukee-bucks-indiana-pacers-MXqko0pe/,Milwaukee Bucks,Indiana Pacers,22 Apr 2024_NBA_Milwaukee Bucks_Indiana Pacers,22 Apr 2024,1.99,15.00,1.86,2.00,15.00,1.91,2.00,1.84,2.05,1.89,1.80,1.04,1.80,1.80,1.04,1.80
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/los-angeles-clippers-dallas-mavericks-lKosmMFr/,Los Angeles Clippers,Dallas Mavericks,21 Apr 2024_NBA_Los Angeles Clippers_Dallas Mavericks,21 Apr 2024,2.24,15.00,1.68,2.30,15.00,1.69,2.38,1.60,2.45,1.62,2.10,1.04,1.56,2.10,1.04,1.56
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/boston-celtics-miami-heat-CG3f7It9/,Boston Celtics,Miami Heat,21 Apr 2024_NBA_Boston Celtics_Miami Heat,21 Apr 2024,1.19,19.00,4.85,1.22,19.00,5.00,1.09,7.88,1.10,8.50,1.15,1.02,4.50,1.15,1.02,4.50
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/denver-nuggets-los-angeles-lakers-2RsPjU8c/,Denver Nuggets,Los Angeles Lakers,21 Apr 2024_NBA_Denver Nuggets_Los Angeles Lakers,21 Apr 2024,1.49,16.00,2.68,1.50,17.00,2.75,1.38,3.14,1.39,3.22,1.44,1.03,2.50,1.44,1.03,2.50
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-york-knicks-philadelphia-76ers-QNFGHB8a/,New York Knicks,Philadelphia 76ers,21 Apr 2024_NBA_New York Knicks_Philadelphia 76ers,21 Apr 2024,1.61,15.00,2.40,1.63,15.00,2.45,1.52,2.61,1.53,2.70,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-phoenix-suns-IawbqvF7/,Minnesota Timberwolves,Phoenix Suns,20 Apr 2024_NBA_Minnesota Timberwolves_Phoenix Suns,20 Apr 2024,1.77,15.00,2.11,1.80,15.00,2.15,1.74,2.13,1.75,2.20,1.67,1.04,1.91,1.67,1.04,1.91
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/cleveland-cavaliers-orlando-magic-p6Vq7s7E/,Cleveland Cavaliers,Orlando Magic,20 Apr 2024_NBA_Cleveland Cavaliers_Orlando Magic,20 Apr 2024,1.54,15.50,2.55,1.57,16.00,2.60,1.44,2.86,1.45,2.90,1.46,1.03,2.40,1.46,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-orleans-pelicans-sacramento-kings-nktbZsdD/,New Orleans Pelicans,Sacramento Kings,20 Apr 2024_NBA_New Orleans Pelicans_Sacramento Kings,20 Apr 2024,1.86,15.00,1.99,1.87,15.00,2.05,1.83,2.01,1.87,2.06,1.74,1.04,1.87,1.74,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/miami-heat-chicago-bulls-QwG418yo/,Miami Heat,Chicago Bulls,20 Apr 2024_NBA_Miami Heat_Chicago Bulls,20 Apr 2024,1.86,15.00,2.02,1.87,15.00,2.10,1.74,2.15,1.78,2.20,1.67,1.04,1.87,1.67,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/chicago-bulls-atlanta-hawks-W6ZoUMB7/,Chicago Bulls,Atlanta Hawks,18 Apr 2024_NBA_Chicago Bulls_Atlanta Hawks,18 Apr 2024,1.73,15.00,2.17,1.77,15.00,2.20,1.68,2.25,1.71,2.30,1.67,1.04,1.91,1.67,1.04,1.91
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/philadelphia-76ers-miami-heat-I3Do4aYq/,Philadelphia 76ers,Miami Heat,18 Apr 2024_NBA_Philadelphia 76ers_Miami Heat,18 Apr 2024,1.58,16.00,2.51,1.61,17.00,2.56,1.45,2.86,1.48,2.90,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/sacramento-kings-golden-state-warriors-pE30vhXA/,Sacramento Kings,Golden State Warriors,17 Apr 2024_NBA_Sacramento Kings_Golden State Warriors,17 Apr 2024,2.20,15.50,1.72,2.25,16.00,1.77,2.24,1.68,2.27,1.69,2.00,1.04,1.61,2.00,1.04,1.61
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-orleans-pelicans-los-angeles-lakers-lpVXLqHq/,New Orleans Pelicans,Los Angeles Lakers,17 Apr 2024_NBA_New Orleans Pelicans_Los Angeles Lakers,17 Apr 2024,1.84,15.50,2.01,1.87,16.00,2.05,1.88,1.95,1.89,1.97,1.74,1.04,1.87,1.74,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/golden-state-warriors-utah-jazz-vykQMpke/,Golden State Warriors,Utah Jazz,14 Apr 2024_NBA_Golden State Warriors_Utah Jazz,14 Apr 2024,1.31,17.00,3.60,1.33,17.00,3.75,1.19,4.95,1.20,5.00,1.26,1.03,3.25,1.26,1.03,3.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/los-angeles-clippers-houston-rockets-dCqVL441/,Los Angeles Clippers,Houston Rockets,14 Apr 2024_NBA_Los Angeles Clippers_Houston Rockets,14 Apr 2024,2.26,15.00,1.67,2.35,15.00,1.67,2.49,1.57,2.52,1.59,2.10,1.04,1.56,2.10,1.04,1.56
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/memphis-grizzlies-denver-nuggets-8nBsV8sF/,Memphis Grizzlies,Denver Nuggets,14 Apr 2024_NBA_Memphis Grizzlies_Denver Nuggets,14 Apr 2024,4.50,18.50,1.22,4.75,19.00,1.24,6.84,1.12,7.00,1.13,4.50,1.02,1.15,4.50,1.02,1.15
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-phoenix-suns-nwAoUSdL/,Minnesota Timberwolves,Phoenix Suns,14 Apr 2024_NBA_Minnesota Timberwolves_Phoenix Suns,14 Apr 2024,1.76,15.00,2.13,1.77,15.00,2.20,1.72,2.18,1.74,2.20,1.67,1.04,1.91,1.67,1.04,1.91
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-orleans-pelicans-los-angeles-lakers-U1ajTnCR/,New Orleans Pelicans,Los Angeles Lakers,14 Apr 2024_NBA_New Orleans Pelicans_Los Angeles Lakers,14 Apr 2024,1.81,17.50,2.05,1.88,19.00,2.06,1.83,2.01,1.85,2.05,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/oklahoma-city-thunder-dallas-mavericks-6NjIO6Kr/,Oklahoma City Thunder,Dallas Mavericks,14 Apr 2024_NBA_Oklahoma City Thunder_Dallas Mavericks,14 Apr 2024,1.10,21.50,7.25,1.13,22.00,7.50,1.05,11.42,1.06,13.00,1.07,1.01,7.50,1.07,1.01,7.50
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/sacramento-kings-portland-trail-blazers-z3rZKOJ7/,Sacramento Kings,Portland Trail Blazers,14 Apr 2024_NBA_Sacramento Kings_Portland Trail Blazers,14 Apr 2024,1.13,21.00,6.05,1.15,21.00,6.50,1.05,11.12,1.06,12.00,1.10,1.02,5.75,1.10,1.02,5.75
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/san-antonio-spurs-detroit-pistons-0pjMNQZl/,San Antonio Spurs,Detroit Pistons,14 Apr 2024_NBA_San Antonio Spurs_Detroit Pistons,14 Apr 2024,1.63,15.50,2.33,1.67,16.00,2.35,,,,,1.56,1.04,2.15,1.56,1.04,2.15
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/boston-celtics-washington-wizards-Y9WvBmjq/,Boston Celtics,Washington Wizards,14 Apr 2024_NBA_Boston Celtics_Washington Wizards,14 Apr 2024,1.40,17.00,3.18,1.44,17.00,3.25,1.22,4.45,1.25,4.60,1.32,1.03,2.95,1.32,1.03,2.95
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/cleveland-cavaliers-charlotte-hornets-C0VrA75k/,Cleveland Cavaliers,Charlotte Hornets,14 Apr 2024_NBA_Cleveland Cavaliers_Charlotte Hornets,14 Apr 2024,,,,,,,1.10,7.47,1.11,7.50,1.15,1.02,4.50,1.15,1.02,4.50
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/indiana-pacers-atlanta-hawks-6NUn9RKe/,Indiana Pacers,Atlanta Hawks,14 Apr 2024_NBA_Indiana Pacers_Atlanta Hawks,14 Apr 2024,1.19,19.50,5.15,1.21,21.00,6.20,1.10,7.50,1.11,8.00,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-york-knicks-chicago-bulls-KQYj8oz2/,New York Knicks,Chicago Bulls,14 Apr 2024_NBA_New York Knicks_Chicago Bulls,14 Apr 2024,1.23,17.50,4.25,1.25,18.00,4.40,1.12,6.80,1.13,7.00,1.18,1.03,4.00,1.18,1.03,4.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/miami-heat-toronto-raptors-zeAImEgB/,Miami Heat,Toronto Raptors,14 Apr 2024_NBA_Miami Heat_Toronto Raptors,14 Apr 2024,1.16,19.50,5.65,1.20,20.00,6.00,1.06,10.42,1.06,11.00,1.13,1.02,5.00,1.13,1.02,5.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/orlando-magic-milwaukee-bucks-MVCZWUC2/,Orlando Magic,Milwaukee Bucks,14 Apr 2024_NBA_Orlando Magic_Milwaukee Bucks,14 Apr 2024,1.55,15.50,2.58,1.56,16.00,2.70,1.43,2.90,1.44,2.97,1.44,1.03,2.50,1.44,1.03,2.50
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/philadelphia-76ers-brooklyn-nets-0MBwWlS8/,Philadelphia 76ers,Brooklyn Nets,14 Apr 2024_NBA_Philadelphia 76ers_Brooklyn Nets,14 Apr 2024,1.23,18.50,4.53,1.24,20.00,5.25,1.13,6.46,1.14,6.73,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/los-angeles-clippers-utah-jazz-EPk8G9SL/,Los Angeles Clippers,Utah Jazz,13 Apr 2024_NBA_Los Angeles Clippers_Utah Jazz,13 Apr 2024,1.15,19.50,5.43,1.18,20.00,5.75,1.07,9.13,1.08,9.50,1.13,1.02,5.00,1.13,1.02,5.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/sacramento-kings-phoenix-suns-hGlCFTsS/,Sacramento Kings,Phoenix Suns,13 Apr 2024_NBA_Sacramento Kings_Phoenix Suns,13 Apr 2024,2.31,15.50,1.64,2.35,16.00,1.67,2.57,1.53,2.61,1.53,2.10,1.04,1.56,2.10,1.04,1.56
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/golden-state-warriors-new-orleans-pelicans-MHX0IVc9/,Golden State Warriors,New Orleans Pelicans,13 Apr 2024_NBA_Golden State Warriors_New Orleans Pelicans,13 Apr 2024,1.63,15.00,2.34,1.65,15.00,2.40,1.54,2.54,1.57,2.65,1.56,1.04,2.10,1.56,1.04,2.10
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/portland-trail-blazers-houston-rockets-K2j4HkDF/,Portland Trail Blazers,Houston Rockets,13 Apr 2024_NBA_Portland Trail Blazers_Houston Rockets,13 Apr 2024,2.50,15.50,1.57,2.60,16.00,1.57,2.87,1.43,2.92,1.44,2.40,1.03,1.46,2.40,1.03,1.46
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/dallas-mavericks-detroit-pistons-vgrdJBr3/,Dallas Mavericks,Detroit Pistons,13 Apr 2024_NBA_Dallas Mavericks_Detroit Pistons,13 Apr 2024,1.31,17.00,3.68,1.31,17.00,4.00,1.16,5.42,1.17,5.51,1.26,1.03,3.25,1.26,1.03,3.25
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/memphis-grizzlies-los-angeles-lakers-jX11cULq/,Memphis Grizzlies,Los Angeles Lakers,13 Apr 2024_NBA_Memphis Grizzlies_Los Angeles Lakers,13 Apr 2024,5.48,20.00,1.15,5.75,21.00,1.18,,,,,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/miami-heat-toronto-raptors-Mi6Elfv5/,Miami Heat,Toronto Raptors,13 Apr 2024_NBA_Miami Heat_Toronto Raptors,13 Apr 2024,1.21,18.50,4.55,1.21,19.00,5.00,1.10,7.54,1.11,8.00,1.17,1.03,4.20,1.17,1.03,4.20
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/minnesota-timberwolves-atlanta-hawks-Yei6dlyj/,Minnesota Timberwolves,Atlanta Hawks,13 Apr 2024_NBA_Minnesota Timberwolves_Atlanta Hawks,13 Apr 2024,1.27,18.00,4.10,1.29,19.00,4.75,1.14,6.01,1.15,6.28,1.20,1.03,4.00,1.20,1.03,4.00
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/oklahoma-city-thunder-milwaukee-bucks-CnjAe8jd/,Oklahoma City Thunder,Milwaukee Bucks,13 Apr 2024_NBA_Oklahoma City Thunder_Milwaukee Bucks,13 Apr 2024,1.22,18.50,4.47,1.24,19.00,4.75,1.11,7.13,1.12,7.50,1.17,1.03,4.20,1.17,1.03,4.20
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/san-antonio-spurs-denver-nuggets-02qhKiTd/,San Antonio Spurs,Denver Nuggets,13 Apr 2024_NBA_San Antonio Spurs_Denver Nuggets,13 Apr 2024,3.45,17.50,1.31,3.50,18.00,1.33,5.53,1.16,5.75,1.17,,,,,,
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/boston-celtics-charlotte-hornets-6syQGIM4/,Boston Celtics,Charlotte Hornets,13 Apr 2024_NBA_Boston Celtics_Charlotte Hornets,13 Apr 2024,1.47,15.50,2.80,1.50,16.00,2.90,1.35,3.28,1.40,3.40,1.42,1.03,2.55,1.42,1.03,2.55
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/cleveland-cavaliers-indiana-pacers-pYZTFxxB/,Cleveland Cavaliers,Indiana Pacers,13 Apr 2024_NBA_Cleveland Cavaliers_Indiana Pacers,13 Apr 2024,1.76,15.00,2.13,1.77,15.00,2.20,1.68,2.24,1.71,2.27,1.63,1.04,1.95,1.63,1.04,1.95
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/new-york-knicks-brooklyn-nets-veZXEdiH/,New York Knicks,Brooklyn Nets,13 Apr 2024_NBA_New York Knicks_Brooklyn Nets,13 Apr 2024,1.29,17.00,3.78,1.29,17.00,4.00,1.15,5.76,1.15,6.03,1.22,1.03,3.65,1.22,1.03,3.65
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/philadelphia-76ers-orlando-magic-nuLOIvhh/,Philadelphia 76ers,Orlando Magic,13 Apr 2024_NBA_Philadelphia 76ers_Orlando Magic,13 Apr 2024,1.57,16.00,2.55,1.63,17.00,2.60,1.41,3.00,1.45,3.10,1.46,1.03,2.40,1.46,1.03,2.40
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/washington-wizards-chicago-bulls-QVJSHb7b/,Washington Wizards,Chicago Bulls,13 Apr 2024_NBA_Washington Wizards_Chicago Bulls,13 Apr 2024,1.83,15.00,2.03,1.83,15.00,2.10,1.79,2.07,1.81,2.10,1.69,1.04,1.87,1.69,1.04,1.87
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/portland-trail-blazers-golden-state-warriors-vFHGK0Nu/,Portland Trail Blazers,Golden State Warriors,12 Apr 2024_NBA_Portland Trail Blazers_Golden State Warriors,12 Apr 2024,4.25,18.50,1.25,4.50,19.00,1.27,6.80,1.12,7.04,1.13,4.20,1.03,1.17,4.20,1.03,1.17
NBA,https://www.oddsportal.com/basketball/usa/nba-2023-2024/sacramento-kings-new-orleans-pelicans-hILKJKxn/,Sacramento Kings,New Orleans Pelicans,12 Apr 2024_NBA_Sacramento Kings_New Orleans Pelicans,12 Apr 2024,1.86,15.00,1.99,1.87,15.00,2.05,1.81,2.02,1.83,2.11,1.74,1.04,1.87,1.74,1.04,1.87
