GAME_ID,Average_1,Average_X,Average_2,Highest_1,Highest_X,Highest_2,Average_H,Average_A,Highest_H,Highest_A,Average_1X,Average_12,Average_X2,Highest_1X,Highest_12,Highest_X2
0042300235,1.5950000000000002,15.25,2.5700000000000003,1.62,16.0,2.6,1.5383333333333333,2.55,1.57,2.6,,,,,,
0042300215,1.9249999999999998,12.25,2.09,1.95,13.5,2.13,1.8333333333333335,2.0,1.85,2.0,,,,,,
0042300224,1.9,13.75,2.075,1.9,14.0,2.1,1.8333333333333335,1.9866666666666666,1.87,2.02,,,,,,
0042300204,5.05,19.5,1.22,6.0,21.0,1.3,5.608333333333333,1.1616666666666666,6.25,1.28,,,,,,
0042300234,1.665,13.25,2.4699999999999998,1.73,14.5,2.5,1.5816666666666668,2.455,1.66,2.55,,,,,,
0042300214,1.4649999999999999,16.0,2.99,1.48,17.0,3.0,1.42,2.95,1.44,3.05,,,,,,
0042300203,3.575,17.5,1.35,3.6,18.0,1.37,3.541666666666667,1.31,3.6,1.33,,,,,,
0042300223,1.8399999999999999,13.5,2.165,1.9,14.0,2.28,1.8016666666666667,2.05,1.87,2.25,,,,,,
0042300233,1.66,15.25,2.42,1.67,16.0,2.44,1.6333333333333333,2.3266666666666667,1.67,2.4,,,,,,
0042300213,1.35,17.5,3.55,1.35,19.0,3.6,1.3366666666666667,3.375,1.36,3.45,,,,,,
0042300222,1.54,16.75,2.6799999999999997,1.55,18.0,2.76,1.5116666666666667,2.635,1.53,2.7,,,,,,
0042300202,1.14,20.0,6.525,1.14,20.0,6.8,1.1166666666666667,6.783333333333333,1.13,7.0,,,,,,
0042300212,1.585,17.0,2.585,1.62,18.0,2.72,1.5350000000000001,2.5666666666666664,1.55,2.65,,,,,,
0042300221,1.5750000000000002,14.75,2.6500000000000004,1.58,15.0,2.7,1.5266666666666666,2.575,1.56,2.6,,,,,,
0042300201,1.15,20.0,6.15,1.17,20.0,6.5,1.135,6.133333333333333,1.15,6.5,,,,,,
0042300232,1.385,17.0,3.3499999999999996,1.41,18.0,3.4,1.35,3.3166666666666664,1.39,3.5,,,,,,
0042300211,1.525,15.25,2.8,1.53,15.5,2.9,1.4433333333333334,2.88,1.48,3.05,,,,,,
0042300137,1.6549999999999998,13.75,2.49,1.66,14.5,2.58,1.6083333333333334,2.395,1.63,2.5,,,,,,
0042300231,1.59,16.25,2.59,1.6,18.0,2.63,1.55,2.515,1.56,2.6,,,,,,
0042300176,1.29,17.25,4.075,1.3,17.5,4.15,1.275,3.8166666666666664,1.33,4.0,,,,,,
0042300136,1.585,14.75,2.63,1.6,15.0,2.66,1.5383333333333333,2.55,1.56,2.6,,,,,,
0042300116,1.72,14.0,2.33,1.74,14.0,2.36,1.6666666666666665,2.2666666666666666,1.67,2.3,,,,,,
0042300126,1.48,16.0,2.9299999999999997,1.51,17.0,3.0,1.4216666666666666,2.9366666666666665,1.47,3.05,,,,,,
0042300175,2.26,15.25,1.75,2.32,15.5,1.75,2.205,1.7016666666666667,2.23,1.71,,,,,,
0042300105,1.0950000000000002,21.5,7.925,1.1,23.0,8.1,1.0966666666666667,7.708333333333333,1.1,8.0,,,,,,
0042300125,2.675,15.25,1.565,2.7,15.5,1.6,2.6333333333333333,1.5083333333333333,2.7,1.55,,,,,,
0042300135,1.54,15.75,2.75,1.57,17.0,2.9,1.5133333333333334,2.6333333333333333,1.53,2.75,,,,,,
0042300115,1.6400000000000001,15.25,2.48,1.68,16.0,2.55,1.59,2.43,1.63,2.5,,,,,,
0042300155,1.41,16.0,3.225,1.42,17.0,3.25,1.3933333333333333,3.0666666666666664,1.44,3.2,,,,,,
0042300144,2.68,16.25,1.55,2.7,18.0,1.57,2.6166666666666667,1.52,2.7,1.56,,,,,,
0042300104,5.225,19.75,1.19,5.25,20.0,1.2,4.975,1.18,5.1,1.18,,,,,,
0042300164,1.9449999999999998,13.25,2.035,1.98,14.5,2.07,1.8683333333333334,1.9516666666666667,1.88,1.96,,,,,,
0042300124,1.24,18.25,4.55,1.26,19.0,4.6,1.22,4.5,1.23,4.6,,,,,,
0042300174,1.4500000000000002,16.75,3.0700000000000003,1.54,18.0,3.4,1.3766666666666667,3.195,1.5,3.4,,,,,,
0042300114,1.52,16.25,2.77,1.54,18.0,2.8,1.4883333333333333,2.705,1.53,2.8,,,,,,
0042300154,2.46,15.5,1.64,2.52,17.0,1.65,2.3866666666666667,1.61,2.47,1.63,,,,,,
0042300103,4.55,19.25,1.2349999999999999,4.6,20.0,1.25,4.471666666666667,1.2166666666666666,4.75,1.23,,,,,,
0042300143,2.09,14.75,1.885,2.13,16.5,1.92,2.025,1.815,2.1,1.86,,,,,,
0042300134,1.78,14.5,2.22,1.81,15.0,2.24,1.72,2.175,1.74,2.2,,,,,,
0042300163,1.435,15.25,3.125,1.44,15.5,3.25,1.4033333333333333,3.0,1.44,3.1,,,,,,
0042300173,1.5750000000000002,16.25,2.6,1.6,17.0,2.6,1.525,2.5716666666666668,1.53,2.6,,,,,,
0042300123,1.4049999999999998,16.75,3.25,1.41,18.0,3.25,1.37,3.1833333333333336,1.4,3.3,,,,,,
0042300153,1.915,13.0,2.09,1.96,13.0,2.1,1.8383333333333334,1.995,1.88,2.0,,,,,,
0042300113,1.455,16.25,3.0250000000000004,1.46,17.0,3.1,1.4266666666666665,2.92,1.44,3.05,,,,,,
0042300133,1.755,14.0,2.295,1.81,14.0,2.35,1.6883333333333332,2.216666666666667,1.74,2.3,,,,,,
0042300142,1.355,17.0,3.55,1.36,18.0,3.6,1.3316666666666668,3.4,1.36,3.5,,,,,,
0042300102,1.09,21.5,8.55,1.1,23.0,8.6,1.0883333333333334,8.1,1.13,9.0,,,,,,
0042300172,1.9100000000000001,14.0,2.065,1.97,16.0,2.08,1.8466666666666667,1.9833333333333334,1.87,2.0,,,,,,
0042300122,1.94,13.0,2.0549999999999997,1.98,14.0,2.06,1.8583333333333334,1.9683333333333333,1.88,2.0,,,,,,
0042300162,1.7149999999999999,14.0,2.335,1.73,14.0,2.37,1.67,2.2616666666666667,1.67,2.3,,,,,,
0042300152,1.385,16.0,3.4,1.4,17.0,3.55,1.3566666666666667,3.283333333333333,1.37,3.45,,,,,,
0042300112,1.5350000000000001,15.75,2.75,1.57,17.0,2.9,1.5266666666666666,2.578333333333333,1.57,2.82,,,,,,
0042300132,1.5,15.75,2.865,1.5,17.0,2.88,1.46,2.7916666666666665,1.48,2.85,,,,,,
0042300141,1.28,17.0,4.15,1.3,17.0,4.2,1.2583333333333333,4.033333333333333,1.29,4.2,,,,,,
0042300121,2.065,13.0,1.935,2.1,14.0,2.02,1.9883333333333333,1.8466666666666667,2.05,1.92,,,,,,
0042300171,2.41,12.5,1.7149999999999999,2.42,14.0,1.76,2.3533333333333335,1.6133333333333333,2.45,1.67,,,,,,
0042300101,1.09,21.5,7.95,1.1,23.0,8.0,1.09,7.858333333333333,1.1,8.5,,,,,,
0042300151,1.4049999999999998,16.25,3.275,1.41,17.0,3.3,1.375,3.125,1.39,3.2,,,,,,
0042300111,1.5750000000000002,16.0,2.6100000000000003,1.58,17.0,2.62,1.5216666666666667,2.6016666666666666,1.54,2.7,,,,,,
0042300161,1.81,13.5,2.2,1.84,14.0,2.2,1.7366666666666666,2.1283333333333334,1.76,2.2,,,,,,
0042300131,1.49,16.25,2.88,1.53,17.0,2.95,1.4449999999999998,2.84,1.48,2.9,,,,,,
0022301198,1.2149999999999999,19.0,4.875,1.24,19.0,5.0,1.19,4.891666666666667,1.22,5.0,,,,,,
0022301199,2.44,14.0,1.685,2.6,14.0,1.8,2.43,1.59,2.5,1.72,,,,,,
0022301193,6.6,20.5,1.135,7.0,21.0,1.16,6.766666666666667,1.1183333333333334,7.0,1.14,,,,,,
0022301194,1.83,13.0,2.18,1.88,13.0,2.2,1.7349999999999999,2.151666666666667,1.8,2.2,,,,,,
0022301195,1.84,14.5,2.1500000000000004,1.85,16.0,2.2,1.8133333333333335,2.0283333333333333,1.83,2.12,,,,,,
0022301196,1.045,23.0,12.0,1.05,26.0,13.0,1.0466666666666666,11.416666666666666,1.05,13.0,,,,,,
0022301200,1.0550000000000002,23.0,10.75,1.06,26.0,11.0,1.0483333333333333,11.166666666666666,1.05,12.0,,,,,,
0022301197,1.54,15.75,2.745,1.55,17.0,2.75,1.51,2.651666666666667,1.53,2.71,,,,,,
0022301186,1.245,18.0,4.5,1.27,18.0,4.6,1.2233333333333334,4.43,1.25,4.6,,,,,,
0022301187,1.12,20.5,7.15,1.14,21.0,7.5,1.1033333333333335,7.366666666666667,1.12,7.5,,,,,,
0022301188,1.105,20.5,7.725,1.11,21.0,8.2,1.1,7.45,1.11,7.7,,,,,,
0022301190,1.11,20.5,7.525,1.12,21.0,8.3,1.11,7.05,1.13,8.3,,,,,,
0022301189,1.065,23.0,9.8,1.08,26.0,10.0,1.0566666666666666,10.266666666666666,1.07,11.0,,,,,,
0022301191,1.5,16.5,2.85,1.55,18.0,3.0,1.4433333333333334,2.848333333333333,1.51,2.9,,,,,,
0022301192,1.105,20.5,7.9,1.13,21.0,9.3,1.1183333333333334,6.9,1.14,9.4,,,,,,
0022301184,1.0750000000000002,21.5,9.0,1.08,23.0,9.0,1.0716666666666668,9.041666666666666,1.08,9.5,,,,,,
0022301185,2.6550000000000002,15.75,1.56,2.66,17.0,1.57,2.5633333333333335,1.53,2.6,1.53,,,,,,
0022301182,1.585,15.5,2.5999999999999996,1.62,17.0,2.65,1.5466666666666666,2.52,1.58,2.65,,,,,,
0022301183,3.0,16.5,1.455,3.0,18.0,1.46,2.8766666666666665,1.4266666666666665,2.96,1.44,,,,,,
0022301181,1.1400000000000001,19.5,6.6,1.17,20.0,7.7,1.1516666666666666,5.666666666666667,1.17,7.0,,,,,,
0022301177,8.65,21.5,1.085,9.0,23.0,1.1,8.633333333333333,1.0733333333333335,9.0,1.09,,,,,,
0022301176,1.0950000000000002,21.5,7.875,1.1,23.0,8.0,1.0950000000000002,7.625,1.1,8.0,,,,,,
0022301178,1.1349999999999998,20.5,6.525,1.14,21.0,6.8,1.135,6.075,1.15,6.7,,,,,,
0022301179,1.11,20.5,7.175,1.12,21.0,7.25,1.1033333333333335,7.141666666666667,1.11,7.5,,,,,,
0022301180,5.575,20.0,1.18,5.75,20.0,1.2,5.508333333333333,1.1583333333333332,5.75,1.18,,,,,,
0022301173,1.36,16.75,3.525,1.37,18.0,3.55,1.3466666666666667,3.3,1.4,3.45,,,,,,
0022301174,1.73,14.0,2.325,1.74,14.0,2.35,1.6816666666666666,2.2416666666666667,1.71,2.25,,,,,,
0022301175,1.17,20.0,5.625,1.18,20.0,5.75,1.1516666666666666,5.65,1.17,5.75,,,,,,
0022301171,1.395,17.0,3.3,1.42,19.0,3.5,1.3866666666666667,3.091666666666667,1.42,3.4,,,,,,
0022301172,1.82,15.0,2.1500000000000004,1.84,16.0,2.2,1.7783333333333333,2.075,1.8,2.1,,,,,,
0022301169,7.35,20.5,1.11,7.7,21.0,1.11,6.908333333333333,1.1116666666666668,7.7,1.13,,,,,,
0022301170,1.895,14.75,2.075,1.94,16.5,2.1,1.82,2.0033333333333334,1.83,2.05,,,,,,
0022301168,5.275,19.5,1.19,5.3,20.0,1.2,5.05,1.1766666666666665,5.25,1.18,,,,,,
0022301167,1.78,13.5,2.265,1.86,14.0,2.35,1.685,2.2216666666666667,1.78,2.3,,,,,,
0022301166,5.225,19.5,1.19,5.25,20.0,1.2,5.35,1.165,5.5,1.18,,,,,,
0022301165,5.275,19.0,1.19,5.3,20.0,1.2,5.033333333333333,1.1783333333333332,5.25,1.18,,,,,,
0022301164,1.395,17.0,3.325,1.44,18.0,3.5,1.3466666666666667,3.3,1.4,3.4,,,,,,
0022301162,2.17,12.5,1.865,2.24,15.0,1.9,2.05,1.7933333333333334,2.1,1.8,,,,,,
0022301163,1.0750000000000002,21.5,9.35,1.1,23.0,10.5,1.06,9.883333333333333,1.08,11.0,,,,,,
0022301159,1.23,18.75,4.75,1.26,20.0,5.3,1.2349999999999999,4.283333333333333,1.26,5.2,,,,,,
0022301160,1.19,19.75,5.375,1.22,20.0,5.75,1.1549999999999998,5.641666666666667,1.2,6.0,,,,,,
0022301161,2.215,13.25,1.815,2.3,13.5,1.91,2.2,1.71,2.25,1.78,,,,,,
0022301158,1.04,23.0,11.75,1.05,26.0,12.5,1.0416666666666667,12.333333333333334,1.05,15.0,,,,,,
0022301155,1.93,14.25,2.1,2.15,15.0,2.4,2.0316666666666667,1.845,2.15,2.32,,,,,,
0022301156,1.2650000000000001,17.75,4.24,1.28,19.0,4.33,1.2533333333333334,4.033333333333333,1.26,4.1,,,,,,
0022301157,7.325,21.5,1.1099999999999999,7.75,23.0,1.13,7.358333333333333,1.1,8.0,1.12,,,,,,
0022301154,9.525,23.0,1.065,9.75,26.0,1.08,9.716666666666667,1.0616666666666668,10.0,1.07,,,,,,
0022301149,2.635,16.75,1.56,2.72,18.0,1.57,2.6083333333333334,1.5216666666666667,2.7,1.53,,,,,,
0022301150,2.2800000000000002,14.75,1.74,2.36,15.5,1.75,2.1883333333333335,1.7116666666666667,2.28,1.74,,,,,,
0022301151,2.875,15.75,1.495,2.9,17.0,1.51,2.7716666666666665,1.4649999999999999,2.8,1.48,,,,,,
0022301152,1.05,23.0,11.25,1.06,26.0,11.5,1.045,11.5,1.05,12.0,,,,,,
0022301153,1.5150000000000001,16.25,2.785,1.53,18.0,2.8,1.4866666666666666,2.716666666666667,1.5,2.75,,,,,,
0022301147,2.48,15.5,1.6400000000000001,2.56,17.0,1.67,2.38,1.605,2.48,1.63,,,,,,
0022301148,1.7149999999999999,14.0,2.365,1.78,14.0,2.45,1.62,2.3583333333333334,1.71,2.45,,,,,,
0022301144,6.6,20.0,1.1349999999999998,6.7,20.0,1.14,6.391666666666667,1.125,6.6,1.13,,,,,,
0022301145,1.085,21.5,8.425,1.1,23.0,8.75,1.0716666666666668,8.658333333333333,1.08,9.5,,,,,,
0022301146,6.975,20.5,1.13,7.75,21.0,1.16,7.183333333333334,1.105,8.0,1.14,,,,,,
0022301143,2.165,13.0,1.8399999999999999,2.2,13.0,1.9,2.1166666666666667,1.7583333333333333,2.15,1.85,,,,,,
0022301142,1.145,20.0,6.375,1.15,20.0,6.5,1.1283333333333332,6.275,1.13,6.5,,,,,,
0022301141,5.2,19.5,1.1949999999999998,5.4,20.0,1.2,4.933333333333334,1.1833333333333333,5.3,1.2,,,,,,
0022301139,1.585,15.75,2.59,1.6,17.0,2.6,1.5366666666666666,2.533333333333333,1.56,2.6,,,,,,
0022301140,2.51,15.5,1.625,2.52,17.0,1.63,2.4316666666666666,1.58,2.5,1.61,,,,,,
0022301134,1.065,23.0,9.75,1.08,26.0,10.5,1.0633333333333335,9.766666666666666,1.08,11.0,,,,,,
0022301135,3.875,17.0,1.32,4.15,18.0,1.34,3.4833333333333334,1.3216666666666668,3.85,1.36,,,,,,
0022301136,1.37,16.75,3.425,1.38,18.0,3.45,1.3616666666666668,3.2333333333333334,1.39,3.3,,,,,,
0022301138,1.4649999999999999,15.5,3.025,1.48,16.0,3.15,1.4333333333333333,2.8666666666666667,1.44,3.0,,,,,,
0022301137,1.565,16.0,2.6500000000000004,1.6,17.0,2.7,1.5066666666666666,2.63,1.55,2.7,,,,,,
0022301133,1.75,13.5,2.29,1.78,14.0,2.3,1.705,2.205,1.72,2.25,,,,,,
0022301131,1.28,17.5,4.175000000000001,1.3,18.0,4.2,1.25,4.1,1.26,4.2,,,,,,
0022301132,1.57,15.25,2.665,1.6,16.0,2.78,1.54,2.546666666666667,1.57,2.68,,,,,,
0022301130,1.16,20.0,5.85,1.16,20.0,6.2,1.1533333333333333,5.541666666666667,1.17,6.0,,,,,,
0022301129,8.275,21.5,1.09,8.75,23.0,1.11,8.55,1.0783333333333334,9.0,1.1,,,,,,
0022301128,1.225,19.0,4.775,1.23,20.0,4.8,1.205,4.608333333333333,1.22,4.75,,,,,,
0022301127,1.5350000000000001,16.25,2.75,1.54,18.0,2.75,1.49,2.705,1.5,2.75,,,,,,
0022301126,1.125,20.5,6.8,1.13,21.0,7.1,1.1216666666666666,6.641666666666667,1.13,7.6,,,,,,
0022301125,1.585,16.0,2.625,1.6,18.0,2.65,1.5333333333333334,2.5533333333333332,1.55,2.6,,,,,,
0022301097,1.935,13.0,2.06,1.95,13.0,2.12,1.88,1.935,1.91,2.02,,,,,,
0022301119,2.065,14.25,1.9,2.08,15.5,1.95,1.9983333333333333,1.8333333333333335,2.05,1.91,,,,,,
0022301120,2.4699999999999998,13.0,1.665,2.54,14.0,1.68,2.341666666666667,1.6316666666666668,2.4,1.67,,,,,,
0022301121,1.96,13.25,2.01,1.97,14.5,2.07,1.8983333333333334,1.91,1.95,1.98,,,,,,
0022301122,1.085,20.5,8.725,1.09,21.0,9.2,1.0833333333333335,8.258333333333333,1.09,8.8,,,,,,
0022301123,1.1400000000000001,19.75,6.45,1.17,20.0,7.4,1.15,5.633333333333333,1.17,6.3,,,,,,
0022301118,1.26,17.5,4.375,1.26,18.0,4.5,1.2516666666666667,4.125,1.29,4.4,,,,,,
0022301115,6.175,20.5,1.15,6.25,21.0,1.17,6.066666666666666,1.135,6.5,1.15,,,,,,
0022301116,1.475,16.5,2.95,1.5,18.0,3.0,1.43,2.888333333333333,1.46,2.95,,,,,,
0022301117,1.755,13.75,2.285,1.76,14.0,2.32,1.705,2.1883333333333335,1.71,2.23,,,,,,
0022301114,2.425,16.75,1.645,2.55,17.0,1.67,2.288333333333333,1.6466666666666665,2.48,1.67,,,,,,
0022301113,2.36,15.0,1.7,2.42,15.0,1.7,2.2666666666666666,1.6566666666666665,2.35,1.67,,,,,,
0022301124,1.145,20.0,6.2,1.15,20.0,6.4,1.1433333333333333,5.883333333333333,1.17,6.3,,,,,,
0022301111,1.755,13.5,2.315,1.81,14.0,2.35,1.6783333333333332,2.2283333333333335,1.72,2.3,,,,,,
0022301112,1.65,14.75,2.4450000000000003,1.68,15.0,2.45,1.6133333333333335,2.36,1.62,2.4,,,,,,
0022301110,1.475,16.0,2.94,1.5,17.0,3.0,1.4249999999999998,2.913333333333333,1.46,3.05,,,,,,
0022301107,1.12,20.5,7.0,1.13,21.0,7.0,1.1133333333333335,6.9,1.12,7.0,,,,,,
0022301108,1.06,23.0,10.2,1.08,26.0,11.0,1.0483333333333333,11.166666666666666,1.07,12.0,,,,,,
0022301109,1.545,16.0,2.7,1.56,17.0,2.7,1.5083333333333333,2.645,1.53,2.7,,,,,,
0022301104,1.15,20.0,6.05,1.16,20.0,6.1,1.1416666666666666,5.875,1.15,6.0,,,,,,
0022301105,1.1549999999999998,20.5,6.025,1.18,21.0,6.25,1.1383333333333332,6.016666666666667,1.16,6.25,,,,,,
0022301106,3.35,16.75,1.39,3.45,18.0,1.4,3.25,1.365,3.35,1.39,,,,,,
0022301102,1.915,13.0,2.09,1.96,13.0,2.1,1.8116666666666668,2.03,1.87,2.05,,,,,,
0022301103,6.975,20.0,1.12,7.2,20.0,1.12,6.533333333333333,1.1233333333333333,7.2,1.14,,,,,,
0022300589,2.04,11.5,1.9849999999999999,2.08,12.0,2.0,1.94,1.8783333333333334,2.0,1.91,,,,,,
0022301101,1.725,15.75,2.3049999999999997,1.73,16.5,2.36,1.69,2.211666666666667,1.71,2.27,,,,,,
0022301099,1.07,21.5,9.625,1.07,23.0,10.0,1.065,9.375,1.07,10.0,,,,,,
0022301100,4.875,19.0,1.22,5.0,19.0,1.24,4.5249999999999995,1.2083333333333333,4.75,1.22,,,,,,
0022301098,1.36,16.75,3.525,1.37,18.0,3.55,1.32,3.433333333333333,1.34,3.8,,,,,,
0022301096,1.7349999999999999,13.25,2.33,1.75,14.5,2.46,1.7133333333333334,2.1883333333333335,1.74,2.33,,,,,,
0022301093,1.9,12.75,2.15,2.1,13.5,2.35,1.7383333333333333,2.166666666666667,2.0,2.25,,,,,,
0022301094,7.2,21.5,1.12,7.5,23.0,1.14,7.3,1.1016666666666668,7.5,1.12,,,,,,
0022301095,7.225,21.5,1.115,7.25,23.0,1.13,7.266666666666667,1.105,7.5,1.11,,,,,,
0022301091,1.83,15.0,2.16,1.83,16.0,2.22,1.7616666666666667,2.083333333333333,1.78,2.15,,,,,,
0022301092,1.885,13.75,2.1100000000000003,1.92,14.5,2.12,1.81,2.0283333333333333,1.83,2.05,,,,,,
0022301087,11.25,23.0,1.05,11.5,26.0,1.06,11.25,1.0466666666666666,12.0,1.06,,,,,,
0022301088,1.78,14.75,2.2350000000000003,1.84,15.5,2.25,1.72,2.1616666666666666,1.76,2.2,,,,,,
0022301089,1.145,20.0,6.325,1.15,20.0,6.4,1.13,6.175,1.14,6.5,,,,,,
0022301090,1.05,23.0,10.75,1.06,26.0,11.0,1.05,10.916666666666666,1.06,12.0,,,,,,
0022301086,1.115,20.5,7.225,1.13,21.0,7.25,1.1083333333333334,7.1,1.13,7.5,,,,,,
0022301083,2.415,14.5,1.6800000000000002,2.5,15.0,1.74,2.3333333333333335,1.6333333333333333,2.4,1.68,,,,,,
0022301084,1.28,17.75,4.15,1.3,18.0,4.2,1.2616666666666667,3.966666666666667,1.29,4.1,,,,,,
0022301082,2.01,14.75,1.96,2.1,16.5,2.12,1.9883333333333333,1.845,2.05,2.02,,,,,,
0022301085,4.75,18.75,1.225,5.0,19.0,1.26,4.783333333333333,1.1916666666666667,5.0,1.23,,,,,,
0022301078,3.275,16.25,1.4049999999999998,3.3,17.0,1.41,3.1833333333333336,1.3683333333333334,3.3,1.39,,,,,,
0022301079,8.325,21.5,1.09,8.4,23.0,1.1,8.008333333333333,1.085,8.5,1.1,,,,,,
0022301080,4.85,18.5,1.22,5.1,19.0,1.22,4.363333333333333,1.2283333333333333,5.0,1.25,,,,,,
0022301081,5.625,20.0,1.165,5.75,20.0,1.18,5.691666666666666,1.1483333333333332,6.0,1.17,,,,,,
0022301077,1.54,15.75,2.71,1.55,17.0,2.77,1.53,2.5633333333333335,1.56,2.68,,,,,,
0022301076,2.73,15.75,1.5350000000000001,2.76,17.0,1.54,2.658333333333333,1.505,2.7,1.54,,,,,,
0022301075,1.12,20.5,6.95,1.13,21.0,7.0,1.115,6.875,1.13,7.0,,,,,,
0022301074,3.05,16.0,1.455,3.1,17.0,1.46,2.958333333333333,1.4166666666666665,3.05,1.44,,,,,,
0022301073,2.0149999999999997,12.5,1.98,2.05,13.0,2.06,1.94,1.875,2.0,1.96,,,,,,
0022301072,3.975,17.0,1.3,4.15,18.0,1.3,3.7333333333333334,1.29,4.0,1.3,,,,,,
0022301071,1.615,15.75,2.575,1.72,18.0,2.85,1.64,2.3383333333333334,1.69,2.78,,,,,,
0022301068,1.0950000000000002,21.5,7.975,1.11,23.0,8.25,1.0883333333333334,7.991666666666667,1.1,8.5,,,,,,
0022301069,2.1500000000000004,14.5,1.8450000000000002,2.2,16.0,1.86,2.05,1.7883333333333333,2.1,1.8,,,,,,
0022301070,4.175,17.75,1.275,4.35,18.0,1.28,3.833333333333333,1.2766666666666666,4.25,1.3,,,,,,
0022301066,2.325,14.0,1.72,2.35,14.0,1.74,2.243333333333333,1.6683333333333332,2.26,1.69,,,,,,
0022301067,1.38,16.5,3.4000000000000004,1.4,18.0,3.6,1.375,3.15,1.4,3.5,,,,,,
0022301062,6.8,20.5,1.125,7.1,21.0,1.13,6.725,1.12,7.1,1.13,,,,,,
0022301063,1.625,14.0,2.55,1.65,14.0,2.7,1.5966666666666667,2.421666666666667,1.63,2.58,,,,,,
0022301064,2.115,14.5,1.8650000000000002,2.18,15.0,1.87,2.038333333333333,1.81,2.08,1.83,,,,,,
0022301065,1.685,15.0,2.41,1.7,16.0,2.47,1.635,2.3216666666666668,1.67,2.5,,,,,,
0022301061,2.125,16.0,1.8399999999999999,2.15,17.0,1.9,2.105,1.7483333333333333,2.15,1.77,,,,,,
0022301060,8.825,20.5,1.08,8.9,21.0,1.08,8.1,1.0883333333333334,9.1,1.09,,,,,,
0022301059,1.47,16.5,2.925,1.48,18.0,3.0,1.4449999999999998,2.815,1.45,2.94,,,,,,
0022301058,1.63,15.0,2.51,1.66,16.0,2.55,1.5766666666666667,2.45,1.61,2.55,,,,,,
0022301054,2.355,14.0,1.71,2.4,14.0,1.77,2.316666666666667,1.6433333333333333,2.4,1.7,,,,,,
0022301055,2.535,16.5,1.6,2.57,18.0,1.6,2.5,1.5550000000000002,2.55,1.57,,,,,,
0022301056,1.065,23.0,10.0,1.08,26.0,10.5,1.0566666666666666,10.25,1.07,11.0,,,,,,
0022301057,1.565,16.0,2.6399999999999997,1.58,18.0,2.65,1.5266666666666666,2.5683333333333334,1.54,2.6,,,,,,
0022301051,1.165,19.75,5.775,1.17,20.0,5.8,1.15,5.666666666666667,1.16,5.75,,,,,,
0022301052,3.225,16.75,1.415,3.25,18.0,1.43,3.0833333333333335,1.3866666666666667,3.2,1.41,,,,,,
0022301053,7.4,21.5,1.105,7.5,23.0,1.12,7.45,1.1,7.75,1.11,,,,,,
0022301048,4.8,19.25,1.22,5.0,20.0,1.22,4.571666666666666,1.2083333333333333,4.85,1.22,,,,,,
